user_term,standard_symptom,language
suffering from hair loss,hair_loss,English
feeling hair loss,hair_loss,English
mild hair loss,hair_loss,English
i have hair loss,hair_loss,English
suffering from i have hair loss,hair_loss,English
feeling i have hair loss,hair_loss,English
mild i have hair loss,hair_loss,English
severe hair loss,hair_loss,English
suffering from severe hair loss,hair_loss,English
feeling severe hair loss,hair_loss,English
mild severe hair loss,hair_loss,English
hair lossing,hair_loss,English
suffering from hair lossing,hair_loss,English
feeling hair lossing,hair_loss,English
mild hair lossing,hair_loss,English
hairloss,hair_loss,English
suffering from hairloss,hair_loss,English
feeling hairloss,hair_loss,English
mild hairloss,hair_loss,English
मुझे hair loss महसूस हो रहा है,hair_loss,Hindi
लगातार hair loss,hair_loss,Hindi
मुझे hair loss है,hair_loss,Hindi
मुझे मुझे hair loss है महसूस हो रहा है,hair_loss,Hindi
लगातार मुझे hair loss है,hair_loss,Hindi
बहुत तेज hair loss,hair_loss,Hindi
मुझे बहुत तेज hair loss महसूस हो रहा है,hair_loss,Hindi
लगातार बहुत तेज hair loss,hair_loss,Hindi
hair loss की शिकायत है,hair_loss,Hindi
मुझे hair loss की शिकायत है महसूस हो रहा है,hair_loss,Hindi
लगातार hair loss की शिकायत है,hair_loss,Hindi
sir mujhe hair loss ho gaya hai,hair_loss,Hinglish
hair loss ki problem hai,hair_loss,Hinglish
bhaiya hair loss thik nhi ho rha,hair_loss,Hinglish
mujhe hair loss hai,hair_loss,Hinglish
sir mujhe mujhe hair loss hai ho gaya hai,hair_loss,Hinglish
mujhe hair loss hai ki problem hai,hair_loss,Hinglish
bhaiya mujhe hair loss hai thik nhi ho rha,hair_loss,Hinglish
bahut jyada hair loss,hair_loss,Hinglish
sir mujhe bahut jyada hair loss ho gaya hai,hair_loss,Hinglish
bahut jyada hair loss ki problem hai,hair_loss,Hinglish
bhaiya bahut jyada hair loss thik nhi ho rha,hair_loss,Hinglish
hair loss ho rha h,hair_loss,Hinglish
sir mujhe hair loss ho rha h ho gaya hai,hair_loss,Hinglish
hair loss ho rha h ki problem hai,hair_loss,Hinglish
bhaiya hair loss ho rha h thik nhi ho rha,hair_loss,Hinglish
hair loss h,hair_loss,Hinglish
sir mujhe hair loss h ho gaya hai,hair_loss,Hinglish
hair loss h ki problem hai,hair_loss,Hinglish
bhaiya hair loss h thik nhi ho rha,hair_loss,Hinglish
hair loss बा,hair_loss,Bhojpuri
हमरा के hair loss बा बा,hair_loss,Bhojpuri
परेशान बानी hair loss बा से,hair_loss,Bhojpuri
हमरा hair loss बा,hair_loss,Bhojpuri
हमरा के हमरा hair loss बा बा,hair_loss,Bhojpuri
परेशान बानी हमरा hair loss बा से,hair_loss,Bhojpuri
देहिया में hair loss बा,hair_loss,Bhojpuri
हमरा के देहिया में hair loss बा बा,hair_loss,Bhojpuri
परेशान बानी देहिया में hair loss बा से,hair_loss,Bhojpuri
बहुत बेसी hair loss बा,hair_loss,Bhojpuri
हमरा के बहुत बेसी hair loss बा बा,hair_loss,Bhojpuri
परेशान बानी बहुत बेसी hair loss बा से,hair_loss,Bhojpuri
hair loss ba,hair_loss,Roman Bhojpuri
hamra ke hair loss ba,hair_loss,Roman Bhojpuri
babuji ke hair loss ba,hair_loss,Roman Bhojpuri
deh me hair loss ba lagta,hair_loss,Roman Bhojpuri
hamra hair loss ba,hair_loss,Roman Bhojpuri
hamra ke hamra hair loss ba,hair_loss,Roman Bhojpuri
babuji ke hamra hair loss ba,hair_loss,Roman Bhojpuri
deh me hamra hair loss ba lagta,hair_loss,Roman Bhojpuri
dehiya me hair loss ba,hair_loss,Roman Bhojpuri
hamra ke dehiya me hair loss ba,hair_loss,Roman Bhojpuri
babuji ke dehiya me hair loss ba,hair_loss,Roman Bhojpuri
deh me dehiya me hair loss ba lagta,hair_loss,Roman Bhojpuri
bahut besi hair loss ba,hair_loss,Roman Bhojpuri
hamra ke bahut besi hair loss ba,hair_loss,Roman Bhojpuri
babuji ke bahut besi hair loss ba,hair_loss,Roman Bhojpuri
deh me bahut besi hair loss ba lagta,hair_loss,Roman Bhojpuri
man thik naikhe hair loss ba,hair_loss,Roman Bhojpuri
hamra ke man thik naikhe hair loss ba,hair_loss,Roman Bhojpuri
babuji ke man thik naikhe hair loss ba,hair_loss,Roman Bhojpuri
deh me man thik naikhe hair loss ba lagta,hair_loss,Roman Bhojpuri
bone pain,bone_pain,English
suffering from bone pain,bone_pain,English
feeling bone pain,bone_pain,English
mild bone pain,bone_pain,English
i have bone pain,bone_pain,English
suffering from i have bone pain,bone_pain,English
feeling i have bone pain,bone_pain,English
mild i have bone pain,bone_pain,English
severe bone pain,bone_pain,English
suffering from severe bone pain,bone_pain,English
feeling severe bone pain,bone_pain,English
mild severe bone pain,bone_pain,English
bone paining,bone_pain,English
suffering from bone paining,bone_pain,English
feeling bone paining,bone_pain,English
mild bone paining,bone_pain,English
bonepain,bone_pain,English
suffering from bonepain,bone_pain,English
feeling bonepain,bone_pain,English
mild bonepain,bone_pain,English
bone दर्द,bone_pain,Hindi
मुझे bone दर्द महसूस हो रहा है,bone_pain,Hindi
लगातार bone दर्द,bone_pain,Hindi
मुझे bone दर्द है,bone_pain,Hindi
मुझे मुझे bone दर्द है महसूस हो रहा है,bone_pain,Hindi
लगातार मुझे bone दर्द है,bone_pain,Hindi
बहुत तेज bone दर्द,bone_pain,Hindi
मुझे बहुत तेज bone दर्द महसूस हो रहा है,bone_pain,Hindi
लगातार बहुत तेज bone दर्द,bone_pain,Hindi
bone दर्द की शिकायत है,bone_pain,Hindi
मुझे bone दर्द की शिकायत है महसूस हो रहा है,bone_pain,Hindi
लगातार bone दर्द की शिकायत है,bone_pain,Hindi
bone dard,bone_pain,Hinglish
sir mujhe bone dard ho gaya hai,bone_pain,Hinglish
bone dard ki problem hai,bone_pain,Hinglish
bhaiya bone dard thik nhi ho rha,bone_pain,Hinglish
mujhe bone dard hai,bone_pain,Hinglish
sir mujhe mujhe bone dard hai ho gaya hai,bone_pain,Hinglish
mujhe bone dard hai ki problem hai,bone_pain,Hinglish
bhaiya mujhe bone dard hai thik nhi ho rha,bone_pain,Hinglish
bahut jyada bone dard,bone_pain,Hinglish
sir mujhe bahut jyada bone dard ho gaya hai,bone_pain,Hinglish
bahut jyada bone dard ki problem hai,bone_pain,Hinglish
bhaiya bahut jyada bone dard thik nhi ho rha,bone_pain,Hinglish
bone dard ho rha h,bone_pain,Hinglish
sir mujhe bone dard ho rha h ho gaya hai,bone_pain,Hinglish
bone dard ho rha h ki problem hai,bone_pain,Hinglish
bhaiya bone dard ho rha h thik nhi ho rha,bone_pain,Hinglish
bone dard h,bone_pain,Hinglish
sir mujhe bone dard h ho gaya hai,bone_pain,Hinglish
bone dard h ki problem hai,bone_pain,Hinglish
bhaiya bone dard h thik nhi ho rha,bone_pain,Hinglish
bone में दरद बा,bone_pain,Bhojpuri
हमरा के bone में दरद बा बा,bone_pain,Bhojpuri
परेशान बानी bone में दरद बा से,bone_pain,Bhojpuri
हमरा bone में दरद बा,bone_pain,Bhojpuri
हमरा के हमरा bone में दरद बा बा,bone_pain,Bhojpuri
परेशान बानी हमरा bone में दरद बा से,bone_pain,Bhojpuri
देहिया में bone में दरद बा,bone_pain,Bhojpuri
हमरा के देहिया में bone में दरद बा बा,bone_pain,Bhojpuri
परेशान बानी देहिया में bone में दरद बा से,bone_pain,Bhojpuri
बहुत बेसी bone में दरद बा,bone_pain,Bhojpuri
हमरा के बहुत बेसी bone में दरद बा बा,bone_pain,Bhojpuri
परेशान बानी बहुत बेसी bone में दरद बा से,bone_pain,Bhojpuri
bone me darad ba,bone_pain,Roman Bhojpuri
hamra ke bone me darad ba,bone_pain,Roman Bhojpuri
babuji ke bone me darad ba,bone_pain,Roman Bhojpuri
deh me bone me darad ba lagta,bone_pain,Roman Bhojpuri
hamra bone me darad ba,bone_pain,Roman Bhojpuri
hamra ke hamra bone me darad ba,bone_pain,Roman Bhojpuri
babuji ke hamra bone me darad ba,bone_pain,Roman Bhojpuri
deh me hamra bone me darad ba lagta,bone_pain,Roman Bhojpuri
dehiya me bone me darad ba,bone_pain,Roman Bhojpuri
hamra ke dehiya me bone me darad ba,bone_pain,Roman Bhojpuri
babuji ke dehiya me bone me darad ba,bone_pain,Roman Bhojpuri
deh me dehiya me bone me darad ba lagta,bone_pain,Roman Bhojpuri
bahut besi bone me darad ba,bone_pain,Roman Bhojpuri
hamra ke bahut besi bone me darad ba,bone_pain,Roman Bhojpuri
babuji ke bahut besi bone me darad ba,bone_pain,Roman Bhojpuri
deh me bahut besi bone me darad ba lagta,bone_pain,Roman Bhojpuri
man thik naikhe bone me darad ba,bone_pain,Roman Bhojpuri
hamra ke man thik naikhe bone me darad ba,bone_pain,Roman Bhojpuri
babuji ke man thik naikhe bone me darad ba,bone_pain,Roman Bhojpuri
deh me man thik naikhe bone me darad ba lagta,bone_pain,Roman Bhojpuri
palpitations,palpitations,English
suffering from palpitations,palpitations,English
feeling palpitations,palpitations,English
mild palpitations,palpitations,English
i have palpitations,palpitations,English
suffering from i have palpitations,palpitations,English
feeling i have palpitations,palpitations,English
mild i have palpitations,palpitations,English
severe palpitations,palpitations,English
suffering from severe palpitations,palpitations,English
feeling severe palpitations,palpitations,English
mild severe palpitations,palpitations,English
palpitationsing,palpitations,English
suffering from palpitationsing,palpitations,English
feeling palpitationsing,palpitations,English
mild palpitationsing,palpitations,English
मुझे palpitations महसूस हो रहा है,palpitations,Hindi
लगातार palpitations,palpitations,Hindi
मुझे palpitations है,palpitations,Hindi
मुझे मुझे palpitations है महसूस हो रहा है,palpitations,Hindi
लगातार मुझे palpitations है,palpitations,Hindi
बहुत तेज palpitations,palpitations,Hindi
मुझे बहुत तेज palpitations महसूस हो रहा है,palpitations,Hindi
लगातार बहुत तेज palpitations,palpitations,Hindi
palpitations की शिकायत है,palpitations,Hindi
मुझे palpitations की शिकायत है महसूस हो रहा है,palpitations,Hindi
लगातार palpitations की शिकायत है,palpitations,Hindi
sir mujhe palpitations ho gaya hai,palpitations,Hinglish
palpitations ki problem hai,palpitations,Hinglish
bhaiya palpitations thik nhi ho rha,palpitations,Hinglish
mujhe palpitations hai,palpitations,Hinglish
sir mujhe mujhe palpitations hai ho gaya hai,palpitations,Hinglish
mujhe palpitations hai ki problem hai,palpitations,Hinglish
bhaiya mujhe palpitations hai thik nhi ho rha,palpitations,Hinglish
bahut jyada palpitations,palpitations,Hinglish
sir mujhe bahut jyada palpitations ho gaya hai,palpitations,Hinglish
bahut jyada palpitations ki problem hai,palpitations,Hinglish
bhaiya bahut jyada palpitations thik nhi ho rha,palpitations,Hinglish
palpitations ho rha h,palpitations,Hinglish
sir mujhe palpitations ho rha h ho gaya hai,palpitations,Hinglish
palpitations ho rha h ki problem hai,palpitations,Hinglish
bhaiya palpitations ho rha h thik nhi ho rha,palpitations,Hinglish
palpitations h,palpitations,Hinglish
sir mujhe palpitations h ho gaya hai,palpitations,Hinglish
palpitations h ki problem hai,palpitations,Hinglish
bhaiya palpitations h thik nhi ho rha,palpitations,Hinglish
palpitations बा,palpitations,Bhojpuri
हमरा के palpitations बा बा,palpitations,Bhojpuri
परेशान बानी palpitations बा से,palpitations,Bhojpuri
हमरा palpitations बा,palpitations,Bhojpuri
हमरा के हमरा palpitations बा बा,palpitations,Bhojpuri
परेशान बानी हमरा palpitations बा से,palpitations,Bhojpuri
देहिया में palpitations बा,palpitations,Bhojpuri
हमरा के देहिया में palpitations बा बा,palpitations,Bhojpuri
परेशान बानी देहिया में palpitations बा से,palpitations,Bhojpuri
